population numeric,householdsize numeric,racepctblack numeric,racePctWhite numeric,racePctAsian numeric,racePctHisp numeric,agePct12t21 numeric,agePct12t29 numeric,agePct16t24 numeric,agePct65up numeric,numbUrban numeric,pctUrban numeric,medIncome numeric,pctWWage numeric,pctWFarmSelf numeric,pctWInvInc numeric,pctWSocSec numeric,pctWPubAsst numeric,pctWRetire numeric,medFamInc numeric,perCapInc numeric,whitePerCap numeric,blackPerCap numeric,indianPerCap numeric,AsianPerCap numeric,HispPerCap numeric,NumUnderPov numeric,PctPopUnderPov numeric,PctLess9thGrade numeric,PctNotHSGrad numeric,PctBSorMore numeric,PctUnemployed numeric,PctEmploy numeric,PctEmplManu numeric,PctEmplProfServ numeric,PctOccupManu numeric,PctOccupMgmtProf numeric,MalePctDivorce numeric,MalePctNevMarr numeric,FemalePctDiv numeric,TotalPctDiv numeric,PersPerFam numeric,PctFam2Par numeric,PctKids2Par numeric,PctYoungKids2Par numeric,PctTeen2Par numeric,PctWorkMomYoungKids numeric,PctWorkMom numeric,NumIlleg numeric,PctIlleg numeric,NumImmig numeric,PctImmigRecent numeric,PctImmigRec5 numeric,PctImmigRec8 numeric,PctImmigRec10 numeric,PctRecentImmig numeric,PctRecImmig5 numeric,PctRecImmig8 numeric,PctRecImmig10 numeric,PctSpeakEnglOnly numeric,PctNotSpeakEnglWell numeric,PctLargHouseFam numeric,PctLargHouseOccup numeric,PersPerOccupHous numeric,PersPerOwnOccHous numeric,PersPerRentOccHous numeric,PctPersOwnOccup numeric,PctPersDenseHous numeric,PctHousLess3BR numeric,MedNumBR numeric,HousVacant numeric,PctHousOccup numeric,PctHousOwnOcc numeric,PctVacantBoarded numeric,PctVacMore6Mos numeric,MedYrHousBuilt numeric,PctHousNoPhone numeric,PctWOFullPlumb numeric,OwnOccLowQuart numeric,OwnOccMedVal numeric,OwnOccHiQuart numeric,RentLowQ numeric,RentMedian numeric,RentHighQ numeric,MedRent numeric,MedRentPctHousInc numeric,MedOwnCostPctInc numeric,MedOwnCostPctIncNoMtg numeric,NumInShelters numeric,NumStreet numeric,PctForeignBorn numeric,PctBornSameState numeric,PctSameHouse85 numeric,PctSameCity85 numeric,PctSameState85 numeric,LemasSwornFT numeric,LemasSwFTPerPop numeric,PctUsePubTrans numeric,PolicCars numeric,PolicOperBudg numeric,unrelated_column_one,unrelated_column_two,response
98962,3.76,0.2,84.77,0.3,90.14,21.08,33.08,16.68,7.94,98962,100.0,15890,75.55,0.84,19.43,24.53,21.71,8.51,16889,6284,6320,8155,7400,19133,5258,42594,43.86,40.23,54.51,12.21,15.3,47.39,14.11,25.51,16.21,23.96,6.4,34.38,12.22,9.56,4.13,70.02,62.55,78.54,73.11,47.64,52.65,3856,4.28,28569,11.16,17.46,25.29,38.51,3.22,5.04,7.3,11.12,12.66,24.08,21.96,18.27,3.7,3.86,3.49,58.3,28.68,59.71,2,2670,90.79,55.77,5.51,34.12,1973,16.97,3.15,27600,39900,59800,32200,162,236,317,155,292,28.6,21.2,13.1,27,3,28.87,60.23,58.78,87.83,91.61,28.9,3423.3,2.4,0,1,0
71742,2.47,1.4,92.76,3.5,6.8,10.56,23.01,10.97,18.96,71742,100.0,39905,75.39,0.62,53.95,37.02,3.23,20.22,48033,18950,19241,13412,8078,17846,13044,3327,4.7,12.35,27.14,20.43,4.71,62.31,23.42,19.55,13.37,26.96,6.72,30.42,8.98,7.93,3.0,81.63,80.21,89.64,83.87,57.55,69.63,570,1.16,13659,10.68,16.65,25.51,32.02,2.03,3.17,4.86,6.1,71.84,3.97,3.93,2.71,2.44,2.65,2.11,66.1,2.13,51.65,2,958,96.81,60.81,0.42,41.54,1947,1.54,0.19,159600,185000,223700,64100,387,537,674,287,613,24.0,23.4,14.3,2,0,19.04,63.44,67.63,84.15,93.35,11.7,6124.7,5.66,1,1,1
13051,2.79,33.74,65.55,0.39,0.45,26.91,40.37,29.39,12.15,0,0.0,17254,71.4,1.93,29.09,28.39,14.47,11.71,25806,9400,11695,4729,17170,16840,4020,3429,30.22,15.64,32.68,22.56,7.55,51.65,15.7,31.94,16.67,27.13,6.92,46.08,9.86,8.55,3.1,60.15,52.95,57.63,62.35,60.89,68.25,815,8.36,214,40.19,40.19,44.39,64.49,0.66,0.66,0.73,1.06,95.42,0.2,5.5,3.39,2.41,2.56,2.23,58.29,3.67,47.99,3,466,90.95,54.95,0.0,26.61,1972,10.34,0.61,36300,53000,77800,41500,129,190,246,117,245,29.7,15.3,12.3,4,0,1.64,76.02,47.54,69.73,85.71,24.5,533.0,0.0,0,1,1
18230,2.42,0.39,98.93,0.46,0.45,11.72,25.35,12.55,15.23,0,0.0,25434,72.91,0.84,47.11,33.08,10.93,14.85,31083,12984,13023,12319,6543,6598,9396,2125,12.1,8.55,22.35,19.22,6.24,59.67,14.16,21.64,14.33,23.61,11.84,30.71,13.61,12.8,2.95,69.6,69.44,78.22,73.5,58.43,67.49,280,1.91,473,7.4,8.88,15.86,15.86,0.19,0.23,0.41,0.41,95.17,0.35,2.9,1.81,2.32,2.57,2.02,59.28,1.25,49.67,3,565,93.01,53.42,4.25,33.1,1939,7.41,1.01,78800,95300,122400,43600,302,387,457,155,440,28.2,23.5,14.9,28,2,2.59,67.86,50.62,84.46,89.09,7.9,2307.7,0.49,0,0,1
10582,2.97,0.76,97.85,0.95,1.19,12.97,23.99,11.1,9.22,1813,17.13,44717,87.3,2.8,59.55,21.42,3.0,13.82,47748,17091,17147,3320,0,29133,5402,326,3.11,4.83,16.51,23.51,1.98,71.57,25.97,19.22,17.12,24.6,5.61,23.62,7.14,6.39,3.23,86.69,85.58,91.11,85.55,56.4,65.73,32,0.43,320,11.88,11.88,25.31,32.81,0.36,0.36,0.77,0.99,94.68,0.49,4.69,4.01,2.95,3.02,2.6,85.34,1.09,20.5,3,91,97.51,83.41,0.0,32.97,1969,0.5,0.0,114800,155300,192900,78100,368,479,581,213,563,24.4,22.2,12.0,0,0,3.02,81.07,64.56,79.93,94.13,27.9,379.5,0.49,0,1,1
133179,3.31,7.3,64.62,3.89,41.7,15.86,31.88,15.35,5.84,133179,100.0,35788,85.52,0.67,26.04,16.68,9.73,11.11,38135,12120,13639,12283,12888,11774,8056,17853,13.56,14.44,31.47,10.98,7.32,65.29,23.1,15.77,20.3,18.36,9.68,33.31,14.44,12.05,3.66,73.79,69.05,80.65,76.49,53.49,62.38,4898,5.3,30327,18.05,30.03,40.56,53.61,4.11,6.84,9.24,12.21,62.94,11.91,14.6,11.53,3.28,3.25,3.34,57.91,16.44,50.67,2,2259,94.69,58.59,1.37,15.1,1973,5.37,0.37,114400,143200,170700,56300,454,562,682,228,629,29.8,25.7,11.6,145,37,22.77,51.82,39.68,63.07,88.83,38.1,3498.5,0.91,0,0,0
14698,2.68,0.33,96.88,1.2,2.16,14.7,27.81,13.51,10.0,14698,100.0,28687,80.6,0.6,37.09,23.22,4.6,15.65,31872,12106,12201,0,16715,5788,9477,1323,9.25,6.13,19.12,12.76,3.41,65.91,20.03,21.5,19.12,19.9,11.67,28.15,16.02,13.96,3.12,72.8,71.11,82.08,70.61,56.84,66.62,168,1.52,359,12.81,12.81,23.12,25.35,0.31,0.31,0.56,0.62,95.1,0.54,4.86,3.41,2.62,2.79,2.39,59.84,3.81,45.36,3,196,96.55,56.11,2.04,24.49,1968,2.66,0.18,48900,61200,73500,24600,294,368,442,148,438,24.7,21.1,13.8,0,0,2.44,54.65,45.1,75.46,86.1,4.9,3024.3,2.52,0,0,0
39729,2.6,3.29,94.96,1.41,0.73,13.28,29.14,13.13,7.62,39729,100.0,38531,87.41,0.48,51.82,17.84,2.92,12.76,44214,16789,16797,15156,11530,23165,16734,1473,3.77,5.1,14.85,25.9,3.66,71.72,21.6,19.22,11.13,31.8,8.91,25.29,12.05,10.55,3.06,81.13,80.37,90.36,79.77,62.05,73.0,403,1.57,772,15.93,24.09,30.57,34.07,0.31,0.47,0.59,0.66,96.27,0.44,3.18,2.3,2.56,2.8,2.11,70.2,0.77,47.1,3,992,93.91,63.97,0.0,19.15,1976,1.22,0.01,70100,86300,105200,35100,380,438,511,131,509,21.9,18.3,11.6,0,0,1.94,64.93,43.62,66.7,86.2,21.6,1840.1,0.54,1,1,0
25042,2.42,1.06,97.4,1.13,1.01,13.15,32.63,17.37,11.32,25042,100.0,31507,82.96,1.15,49.87,24.04,4.33,17.92,38281,15413,15568,9209,16057,11440,10798,2287,9.35,6.88,16.87,24.34,5.66,68.3,21.25,23.08,12.03,28.59,8.73,35.71,12.03,10.48,2.92,73.82,72.28,82.36,71.45,69.76,78.26,455,2.6,955,18.01,24.08,28.9,39.37,0.69,0.92,1.1,1.5,92.05,0.83,2.94,1.88,2.36,2.62,2.11,55.55,1.16,57.27,2,962,91.49,50.17,0.73,29.63,1958,3.18,0.24,98200,119900,149200,51000,380,467,550,170,523,26.7,24.6,16.2,35,0,3.81,47.3,46.14,66.76,77.18,27.7,904.7,1.38,1,1,1
18859,2.48,0.19,98.55,0.9,0.63,12.87,26.19,12.07,14.1,0,0.0,26771,77.27,0.61,52.78,29.69,7.05,11.42,33874,13509,13350,0,7984,33787,8596,1500,8.08,13.58,23.13,19.83,4.82,65.08,15.3,40.42,14.71,28.61,6.61,27.95,9.26,8.03,3.06,79.08,81.32,86.66,80.09,68.94,78.42,203,1.24,228,10.53,10.53,20.61,20.61,0.13,0.13,0.25,0.25,96.44,0.67,3.46,2.32,2.44,2.77,1.9,70.94,1.09,46.42,3,238,96.97,62.57,0.0,31.51,1964,2.63,0.11,41700,54500,71300,29600,201,274,340,139,330,22.8,18.4,12.8,2,0,1.21,80.92,51.42,78.23,92.55,10.6,1787.2,0.08,1,1,1
10637,2.16,9.69,89.52,0.51,0.75,9.99,23.83,10.25,18.45,10637,100.0,23773,69.21,0.0,43.75,35.02,8.65,19.7,26537,13164,13833,7680,234,9378,22816,1322,12.53,9.07,21.74,20.9,6.62,55.31,12.37,35.69,9.73,34.27,9.65,35.59,12.34,11.16,2.88,63.45,64.25,70.11,66.94,55.69,64.4,232,2.99,244,0.0,15.57,20.9,20.9,0.0,0.36,0.48,0.48,93.29,0.35,3.26,1.89,2.15,2.42,1.81,62.28,0.65,56.32,2,358,93.22,55.3,5.87,53.35,1940,1.91,1.15,30900,40900,56600,25700,256,316,386,130,402,24.4,20.1,13.8,0,0,2.29,89.14,64.43,92.84,95.93,1.2,8564.4,16.83,0,0,0
13902,2.48,0.26,98.43,0.57,0.51,13.37,25.57,12.28,15.03,0,0.0,25532,73.4,0.16,40.09,32.59,7.91,19.3,30060,11552,11603,12899,7330,5827,14582,1794,13.05,11.92,32.44,11.71,7.32,58.91,30.64,21.92,25.33,21.82,10.99,25.82,12.69,11.89,2.99,72.11,69.79,69.42,81.96,65.24,73.47,326,2.81,505,8.91,10.69,10.69,14.85,0.32,0.39,0.39,0.54,93.57,0.75,3.36,2.28,2.45,2.61,2.24,61.59,1.75,54.53,2,618,90.08,57.9,2.27,36.41,1951,10.71,0.74,65900,83400,99800,33900,265,376,460,195,430,28.0,25.8,15.1,6,0,3.63,59.56,47.31,81.66,85.46,44.7,311.1,0.37,0,1,1
12756,2.44,22.62,76.87,0.36,0.35,12.94,21.61,10.53,19.79,0,0.0,21319,60.37,0.23,36.1,45.01,8.85,22.46,28927,13149,14871,6185,30000,45390,8119,2487,19.92,12.26,29.67,17.34,5.75,46.99,7.85,27.3,11.38,30.62,9.46,24.97,11.13,10.42,3.01,70.42,63.1,70.59,75.95,52.44,60.18,330,2.91,178,0.0,0.0,7.3,11.24,0.0,0.0,0.1,0.16,97.11,0.09,4.28,2.88,2.39,2.43,2.29,71.3,1.68,39.72,3,770,87.18,70.0,2.21,65.84,1945,7.96,0.58,27300,44700,67000,39700,143,213,287,144,278,30.9,17.0,11.7,9,0,1.4,70.09,68.32,87.72,91.24,8.7,1461.5,1.25,1,0,1
24692,2.54,0.06,97.72,0.77,1.86,12.84,25.81,11.93,14.62,0,0.0,26198,73.97,1.36,42.1,31.04,3.92,16.09,31007,12779,12784,0,13934,12182,9511,2120,8.72,8.18,22.43,15.11,3.31,63.1,27.42,16.18,22.66,21.56,9.43,20.49,13.38,11.54,2.96,78.73,76.61,88.72,85.57,69.07,75.45,173,0.89,354,18.93,23.73,27.68,29.94,0.27,0.34,0.4,0.43,95.9,0.75,3.36,2.47,2.51,2.58,2.38,65.6,2.8,41.45,3,586,94.31,63.8,0.34,26.45,1976,8.04,0.4,44800,60300,75500,30700,252,302,373,121,389,24.8,19.6,11.7,0,0,1.43,40.4,39.82,70.19,77.43,23.0,1073.9,0.0,0,1,1
34075,2.59,4.22,94.72,0.45,0.85,14.23,26.63,12.85,11.68,0,0.0,22439,72.65,0.66,31.66,30.89,12.41,16.99,27049,10365,10499,7185,10716,12381,7572,5667,16.85,9.68,30.32,9.41,10.98,55.48,26.25,20.37,22.82,17.85,13.31,24.01,15.71,14.6,3.1,70.49,66.69,77.23,76.39,58.27,66.36,868,2.97,256,0.0,13.67,16.02,31.64,0.0,0.1,0.12,0.24,97.7,0.24,4.6,3.24,2.56,2.63,2.45,63.17,1.68,40.38,3,1064,92.53,61.48,3.38,57.42,1945,12.2,0.81,24100,34500,48100,24000,185,232,284,99,337,25.6,16.3,12.9,4,0,0.75,81.01,53.95,85.45,93.41,8.3,4102.3,1.01,0,0,1
63374,2.75,5.33,78.85,7.03,17.54,14.53,27.59,13.42,8.35,63374,100.0,41965,83.91,0.56,42.31,18.09,6.86,13.16,50040,19569,21058,12954,20827,19447,10661,4878,7.77,5.55,15.9,25.41,5.19,67.15,16.51,23.97,9.83,32.31,9.76,29.49,14.52,12.23,3.19,75.0,73.04,83.53,78.27,55.77,64.15,1052,2.4,8115,14.41,26.33,39.52,47.36,1.84,3.37,5.06,6.06,79.37,3.26,5.8,4.27,2.73,2.89,2.48,63.96,6.44,46.8,3,1419,94.21,60.34,0.7,11.49,1974,2.15,0.29,160100,226500,297100,137000,496,562,656,160,615,28.4,24.8,11.4,22,30,12.8,50.38,42.64,67.17,88.7,15.6,4053.1,0.96,1,0,0
14451,2.35,0.51,99.02,0.3,0.42,9.95,20.47,9.91,20.45,14451,100.0,34183,70.02,0.4,65.55,37.82,2.43,25.15,42345,17917,17944,19955,5400,6711,25639,947,6.66,4.25,13.26,29.31,4.11,55.91,10.34,28.64,6.84,34.04,6.8,25.15,8.66,7.82,2.88,83.3,83.33,86.57,78.69,61.39,63.98,62,0.55,267,5.99,11.61,15.36,15.36,0.11,0.21,0.28,0.28,95.83,0.21,2.38,1.61,2.3,2.54,1.7,78.91,0.36,39.38,3,188,97.04,71.5,1.6,19.68,1954,1.12,0.0,60700,72800,93100,32400,278,348,552,274,373,26.3,19.4,13.3,0,0,1.85,85.23,69.47,93.17,95.42,3.4,4243.8,13.53,0,0,1
15238,2.38,18.59,80.8,0.31,0.45,12.23,23.1,11.44,17.13,0,0.0,21133,69.18,0.47,25.75,37.74,7.77,20.17,26306,11034,11989,7089,6180,5164,12767,2428,16.19,20.61,42.28,8.87,4.86,57.77,46.34,15.07,32.05,14.9,11.7,24.79,14.8,13.42,2.91,64.75,59.57,63.77,61.35,67.21,73.54,515,3.92,97,40.21,59.79,76.29,76.29,0.26,0.38,0.49,0.49,96.7,0.73,3.48,2.38,2.35,2.38,2.27,68.51,2.72,55.6,2,398,94.14,67.42,2.51,63.07,1955,8.36,0.9,27000,40600,56800,29800,168,229,283,115,322,24.3,19.1,13.8,4,0,0.64,74.03,62.54,88.43,92.73,12.1,1256.4,0.0,1,1,0
46325,2.0,16.68,81.57,0.84,3.86,6.9,18.5,8.0,33.0,46325,100.0,26950,56.3,0.44,50.33,51.75,2.78,20.57,35318,17093,19119,7504,23238,12511,12427,4562,9.89,8.75,25.73,16.07,4.79,48.33,8.91,16.44,9.25,24.63,10.56,24.5,11.94,11.32,2.62,66.1,58.7,77.97,60.51,68.59,76.28,1426,3.81,7000,9.06,14.53,20.31,29.59,1.37,2.2,3.07,4.47,85.27,2.89,3.77,2.1,2.0,1.99,2.02,71.79,3.72,79.54,2,5678,80.28,72.1,1.07,34.29,1976,2.82,0.48,73400,97400,132800,59400,430,536,653,223,611,28.0,23.5,12.7,0,0,15.11,18.81,51.19,73.61,81.3,10.8,4281.4,1.35,1,1,0
13086,2.88,0.24,96.06,1.28,6.14,16.23,29.02,14.85,11.41,0,0.0,26974,77.97,0.81,39.62,24.43,5.79,14.86,30683,11413,11515,9739,14113,11047,5636,1320,10.71,7.77,20.89,18.81,4.35,64.72,25.9,22.35,15.83,22.66,9.61,27.29,13.14,11.49,3.16,72.8,71.79,87.7,80.1,65.5,68.88,106,1.06,591,13.71,35.36,40.78,45.01,0.62,1.6,1.84,2.03,92.51,1.64,5.38,4.01,2.71,2.77,2.62,60.04,4.16,45.39,3,131,97.2,58.7,1.53,21.37,1972,4.78,0.47,48500,59200,72100,23600,265,348,400,135,411,24.3,20.8,12.5,18,0,4.52,48.16,38.74,65.68,84.94,4.3,3015.2,0.68,0,1,1
12778,3.05,1.31,94.6,0.99,8.41,15.14,29.13,12.51,6.28,12778,100.0,32014,87.82,0.99,26.75,18.38,3.88,13.87,34788,11608,11754,10183,0,11566,7269,983,7.7,10.92,28.86,9.57,5.19,70.56,11.25,13.99,14.75,17.46,8.18,25.37,14.12,11.24,3.34,79.89,76.55,89.96,81.12,66.73,71.34,118,1.22,660,18.94,27.73,31.67,35.0,0.98,1.43,1.64,1.81,90.15,1.95,6.58,5.37,3.05,2.98,3.34,80.63,4.96,21.36,3,246,94.46,82.33,1.63,25.61,1979,5.08,0.14,53100,64700,84200,31100,336,423,502,166,557,24.0,21.4,11.5,0,0,5.17,38.7,52.39,78.87,84.8,9.3,1366.9,0.18,1,0,0
11227,2.65,30.21,69.48,0.16,0.49,13.53,26.26,12.63,14.44,0,0.0,21645,76.12,1.71,25.0,35.22,13.21,14.47,27219,11256,13594,5755,0,24245,28059,2115,19.55,19.77,40.08,10.47,6.1,56.13,31.31,17.45,27.64,19.09,11.72,26.54,14.96,13.52,3.05,61.31,54.49,61.2,60.08,65.95,70.02,533,5.18,65,35.38,35.38,35.38,35.38,0.2,0.2,0.2,0.2,98.18,0.18,4.53,3.32,2.56,2.6,2.5,57.84,3.77,48.26,3,287,93.66,56.85,4.18,44.25,1965,11.48,0.38,39400,53300,72100,32700,125,215,299,174,299,26.9,21.0,12.6,0,0,0.58,76.98,49.14,84.18,91.56,7.1,1574.2,0.31,1,1,0
15085,2.49,15.37,83.0,1.38,0.38,11.74,23.82,11.61,16.43,0,0.0,25007,76.08,1.79,37.54,33.49,5.61,18.79,31552,12845,13743,7610,4569,22348,7829,1437,10.6,18.01,35.02,18.81,4.05,56.38,33.35,32.64,21.29,29.55,11.03,31.88,15.79,13.62,2.8,65.71,61.77,77.52,64.88,65.76,76.39,404,3.43,133,12.78,31.58,36.09,36.09,0.11,0.28,0.32,0.32,97.67,0.29,2.3,1.5,2.25,2.33,2.13,62.05,1.37,52.49,2,510,92.22,59.99,1.96,48.63,1963,6.61,0.4,39900,56800,85100,45200,180,254,322,142,342,19.6,19.1,12.2,0,0,0.88,75.64,55.88,80.55,89.94,17.3,870.6,0.13,1,1,0
14637,2.78,0.5,98.15,1.04,0.7,13.08,26.11,12.89,9.7,11878,81.15,45405,84.25,0.8,50.56,24.56,3.29,17.45,52509,18329,18312,11702,3100,29154,8289,647,4.5,2.55,10.0,27.12,4.97,68.9,19.36,25.99,10.48,35.15,7.28,31.31,10.33,8.85,3.21,81.05,81.61,87.66,86.21,64.43,69.49,105,0.98,485,9.69,16.29,20.62,24.12,0.32,0.54,0.68,0.8,96.55,0.44,5.3,3.99,2.74,3.1,2.04,74.69,0.86,42.78,3,215,96.07,65.96,1.4,35.35,1963,0.48,0.15,146500,170700,209100,62600,481,601,700,219,665,24.0,20.5,13.1,0,0,3.31,79.37,67.13,82.8,92.43,20.8,703.5,4.71,1,1,1
133107,2.53,1.45,72.98,21.86,10.07,11.6,25.37,11.61,10.78,133107,100.0,47204,82.7,0.67,51.28,20.54,4.3,14.75,55678,22095,23111,23117,21263,19955,14736,6791,5.15,3.85,12.38,31.23,3.95,67.04,25.49,18.92,6.72,37.65,9.77,32.32,13.42,11.64,3.04,79.26,77.43,92.28,78.84,57.54,66.06,1217,1.37,29516,22.23,32.19,43.13,51.23,4.93,7.14,9.56,11.36,72.79,5.83,4.13,2.82,2.51,2.7,2.27,60.49,6.41,52.31,2,2312,95.79,56.29,1.56,16.65,1961,1.2,0.27,272900,340000,420200,147300,610,740,935,325,795,26.9,23.1,11.2,0,18,22.17,41.72,49.81,82.48,85.95,21.3,6260.9,1.53,1,1,0
86284,3.85,1.67,41.65,1.62,83.13,18.7,34.74,17.82,6.66,86284,100.0,27279,80.79,0.72,19.78,20.97,12.2,11.36,28980,8368,10016,9575,8859,10310,7203,14956,17.44,36.2,59.05,5.25,10.81,58.06,35.89,11.57,32.75,10.15,6.67,39.71,11.93,9.33,4.19,72.21,66.2,76.63,77.47,50.57,54.61,4594,7.4,42540,15.76,24.7,32.86,45.26,7.77,12.18,16.2,22.32,21.16,25.71,25.34,20.81,3.84,3.9,3.77,49.35,42.18,79.59,2,518,97.74,48.53,1.16,17.57,1951,4.88,0.78,133400,162500,188500,55100,422,508,614,192,549,30.0,28.2,11.6,21,0,49.3,38.6,46.49,87.48,89.08,7.6,11329.3,8.02,1,0,0
17366,2.66,22.83,75.96,0.92,0.37,15.31,27.96,14.13,10.91,17366,100.0,27552,75.87,1.1,35.32,25.94,8.64,17.07,34483,12642,14642,6154,14503,7896,20326,2892,17.16,10.44,26.91,23.13,6.07,58.93,13.14,37.57,12.54,30.47,8.11,27.98,12.87,10.75,3.13,70.34,66.66,71.75,69.62,61.1,70.15,794,5.6,194,12.89,31.44,31.44,55.67,0.14,0.35,0.35,0.62,96.65,0.36,4.3,3.1,2.58,2.72,2.37,63.52,2.75,39.72,3,274,95.97,60.22,1.09,48.91,1973,3.91,0.49,53000,69300,87700,34700,132,278,374,242,372,25.8,17.8,12.9,0,0,1.12,77.18,51.01,81.3,89.53,10.9,1589.7,0.0,1,0,0
29941,2.62,0.11,97.17,0.98,1.49,14.12,27.13,12.91,11.4,29988,100.0,25376,77.88,1.59,34.13,27.05,4.5,12.17,29317,11837,11912,10173,10883,8020,8652,2775,9.36,13.03,29.94,13.68,3.56,65.22,24.64,18.37,21.08,21.04,10.2,20.8,12.8,11.57,3.03,79.65,76.12,86.59,82.36,66.48,73.67,202,0.87,480,24.17,38.75,45.83,62.92,0.39,0.62,0.73,1.01,96.68,0.88,3.06,2.3,2.59,2.65,2.5,65.25,2.92,41.05,3,576,95.2,63.89,1.04,30.38,1972,9.0,0.38,43300,56700,73000,29700,230,279,341,111,368,23.4,19.3,12.1,0,0,1.6,55.46,46.92,74.63,84.32,30.7,974.5,0.11,1,1,1
61842,2.59,0.38,90.3,2.09,15.24,12.51,24.69,11.81,13.09,61842,100.0,35479,75.19,0.59,44.07,27.94,7.33,22.79,41661,16219,16858,20598,16548,13310,8541,4693,7.73,7.97,19.24,19.18,4.78,61.92,13.53,25.18,11.64,26.31,10.89,28.01,15.94,13.52,3.04,73.0,70.47,82.63,74.31,57.08,68.1,642,1.45,6736,19.34,32.48,42.41,48.55,2.11,3.54,4.62,5.29,83.97,4.69,5.33,3.74,2.53,2.54,2.53,60.12,5.72,50.36,2,1008,95.96,59.99,1.39,37.6,1966,1.62,0.13,140400,175000,229700,89300,465,572,689,224,641,30.0,23.9,11.5,57,1,10.89,57.98,45.79,76.55,90.85,18.1,3425.8,1.59,1,1,0
12922,2.59,24.49,73.68,0.87,1.49,15.1,28.26,13.84,12.43,0,0.0,23078,75.91,1.1,27.07,29.08,9.21,19.69,28196,10517,12078,6060,11581,8477,8998,2105,16.73,13.51,28.02,14.69,7.05,56.13,12.8,24.15,15.13,24.86,9.42,27.33,13.61,11.67,3.08,70.49,65.0,82.68,73.36,60.11,67.92,286,2.49,276,2.54,2.54,5.43,12.32,0.05,0.05,0.12,0.26,96.33,0.16,4.53,3.17,2.52,2.59,2.42,61.02,3.01,37.22,3,635,88.7,59.35,1.89,45.2,1968,11.73,0.36,38600,52500,71300,32700,128,199,311,183,286,22.9,19.6,13.4,0,0,2.14,57.65,49.18,74.46,80.74,17.2,753.2,0.13,0,1,0
36365,2.33,4.43,94.82,0.58,0.34,12.17,22.35,11.19,18.11,36408,100.0,22750,65.45,0.76,40.79,37.3,10.42,19.42,30279,13825,13949,8747,1452,31660,14628,6479,18.12,16.96,32.08,20.35,6.41,50.38,28.84,21.07,15.44,26.89,10.62,21.31,14.77,12.94,2.83,70.75,67.48,82.81,72.38,50.32,58.37,527,1.7,503,6.16,17.1,24.65,28.63,0.09,0.24,0.34,0.4,97.44,0.23,2.5,1.7,2.28,2.38,2.11,65.64,1.23,45.94,3,1113,93.35,62.91,1.89,44.38,1959,7.72,0.21,37500,55400,88000,50500,151,231,312,161,297,23.6,17.0,12.4,37,2,1.38,59.04,55.89,81.06,88.68,33.5,1084.5,0.05,0,1,0
29387,2.22,1.21,93.83,1.53,7.99,10.54,26.19,11.36,14.13,29387,100.0,25422,77.64,0.42,41.13,26.36,5.54,15.98,30373,13514,13785,11211,8739,8960,9314,3146,10.9,5.78,19.75,19.03,4.95,65.25,14.03,21.42,13.11,23.26,14.96,30.89,18.36,16.76,2.87,65.96,63.97,81.23,67.84,70.04,76.6,471,2.18,1098,18.21,28.14,35.97,41.26,0.68,1.05,1.34,1.54,92.7,1.23,3.07,1.76,2.19,2.36,2.0,56.0,2.41,60.97,2,1656,88.89,51.83,0.97,29.71,1957,4.35,0.34,61800,72800,88700,26900,280,367,472,192,424,25.8,22.6,12.6,0,0,3.74,48.11,44.36,68.48,88.3,6.8,4344.6,4.4,0,0,0
16829,3.17,12.78,39.81,43.31,10.45,13.76,24.66,10.4,4.26,16829,100.0,56098,94.82,0.45,50.35,7.45,4.63,8.85,57808,18948,21837,19592,15390,16455,14488,353,2.1,3.93,9.73,34.73,4.37,76.77,11.26,21.64,8.8,33.39,6.57,26.16,10.18,8.44,3.53,86.71,83.14,93.86,88.38,77.21,83.96,39,0.37,5242,8.62,15.19,26.63,36.46,2.69,4.73,8.3,11.36,59.71,4.56,9.46,7.69,3.17,3.16,3.25,86.9,7.87,35.54,3,344,93.91,87.25,0.58,15.41,1985,0.28,0.5,169600,224100,277000,107400,759,880,1001,242,983,26.8,27.7,12.4,0,1,31.15,47.75,37.51,61.82,91.39,5.7,2933.9,6.35,0,0,1
20714,2.36,1.46,93.15,0.56,11.61,11.35,23.13,11.19,21.15,0,0.0,22166,65.0,0.32,47.13,43.79,7.08,21.6,29893,11991,12228,15778,0,15243,7427,2756,13.5,12.54,31.33,12.33,8.97,52.65,23.6,25.83,19.07,22.91,9.34,29.7,11.8,10.7,2.96,65.74,62.69,67.57,70.4,59.49,69.23,529,3.28,1250,10.56,18.96,21.6,25.28,0.64,1.14,1.3,1.53,78.98,2.49,4.07,2.62,2.33,2.45,2.21,53.56,1.79,36.94,3,713,92.49,50.94,2.1,59.05,1939,6.72,0.66,53400,71000,91900,38500,172,240,303,131,337,24.7,18.6,14.5,2,0,6.03,81.86,61.42,85.56,93.76,6.2,3353.7,2.6,1,1,1
