age,two_year_recid,c_charge_degree,sex,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two,response
50,1,F,Male,0,0,0,1,1,1
30,0,F,Male,1,17,0,0,0,1
20,1,F,Male,2,31,0,1,1,0
41,0,F,Female,0,0,0,1,1,1
29,0,M,Male,0,0,0,1,0,1
26,1,F,Male,24,0,1,1,0,0
28,1,F,Male,7,1,1,1,0,1
26,1,M,Female,2,0,1,0,1,1
24,0,F,Female,1,3,0,1,0,1
22,1,F,Male,1,0,1,0,1,1
50,0,F,Male,1,0,1,0,0,1
52,0,F,Male,7,0,0,0,0,1
39,0,F,Male,3,1,1,1,1,1
35,0,F,Male,1,1,0,1,0,1
24,0,F,Male,1,10,0,0,0,1
36,0,F,Male,1,0,0,1,1,1
28,0,F,Male,2,49,0,1,0,1
24,1,F,Male,3,0,1,0,0,1
35,0,F,Male,6,0,1,0,0,1
55,1,F,Male,5,118,1,1,1,1
36,0,F,Male,2,0,0,0,0,1
65,0,M,Male,0,0,0,1,0,1
21,1,F,Male,0,3,1,0,0,1
28,0,M,Male,0,0,0,0,0,1
50,1,M,Female,0,0,0,0,1,1
24,1,F,Female,4,5,1,0,0,0
24,1,F,Male,2,0,1,0,0,1
45,1,F,Male,10,1,1,0,1,1
23,0,F,Male,0,1,1,0,1,1
48,1,F,Male,3,0,0,1,1,1
33,0,M,Male,0,0,0,0,0,1
47,1,F,Male,0,1,1,0,0,0
31,1,F,Male,3,-1,1,0,0,1
21,1,F,Male,0,0,0,1,0,0
30,1,F,Male,0,1,1,0,1,1
32,0,F,Male,4,-1,0,0,1,1
21,0,F,Male,0,2,1,0,0,0
23,1,F,Male,0,1,1,1,1,1
25,0,F,Male,0,0,0,1,1,1
45,0,F,Male,7,1,0,0,1,1
37,0,F,Male,3,1,1,0,0,1
25,0,M,Male,0,7,1,1,0,1
31,0,F,Female,1,0,0,1,1,1
26,1,F,Male,5,27,1,0,0,1
25,0,F,Female,2,181,0,1,0,0
21,1,F,Male,1,2,0,1,1,1
21,0,F,Male,0,0,0,1,1,1
35,0,M,Male,2,1,1,1,1,1
23,1,M,Male,1,0,1,0,1,1
53,0,F,Male,18,1,0,1,1,1
26,0,F,Male,2,1,0,1,1,1
24,0,F,Male,0,1,1,0,1,1
46,0,F,Female,4,0,1,1,1,1
38,0,F,Male,15,0,1,1,0,1
24,0,F,Male,0,0,1,0,0,0
59,0,M,Female,0,0,0,1,1,1
24,1,M,Male,0,20,1,1,0,1
23,1,F,Male,0,0,0,1,0,1
29,0,F,Male,0,89,0,0,0,0
40,1,F,Male,8,6,0,1,1,0
30,0,M,Female,1,2,1,0,1,1
20,1,F,Male,0,25,0,1,0,1
41,0,F,Male,5,1,0,1,0,1
31,1,M,Male,7,1,0,0,0,0
20,0,F,Male,0,0,1,1,0,1
20,1,M,Male,0,4,1,0,0,0
21,0,F,Male,0,0,1,1,0,1
66,1,F,Male,1,4,0,1,1,1
23,0,F,Male,2,22,0,0,0,0
30,1,M,Female,7,0,1,0,1,1
24,1,F,Male,1,1,1,0,0,1
37,0,M,Male,0,0,0,1,1,1
29,1,F,Male,13,1,1,0,1,0
47,0,F,Male,1,49,1,0,1,1
25,1,F,Male,13,5,0,1,1,1
37,1,M,Male,4,0,0,0,1,1
44,0,M,Male,1,0,0,1,0,1
57,0,M,Male,2,0,1,1,0,1
54,1,M,Male,3,2,0,1,1,1
27,0,F,Male,1,5,0,0,0,1
48,0,F,Male,3,0,0,0,0,1
28,1,F,Male,3,0,0,0,0,1
23,1,F,Male,2,6,1,1,0,0
26,0,M,Male,0,0,0,1,1,1
22,1,M,Male,0,1,1,0,0,0
52,0,F,Male,0,1,0,0,0,1
25,1,F,Male,5,54,1,1,0,0
29,1,M,Male,6,0,1,0,0,1
34,1,F,Male,22,1,1,1,1,1
54,0,F,Male,0,2,0,0,1,1
35,0,F,Male,5,6,1,1,1,0
37,0,F,Male,14,1,1,1,1,0
35,0,F,Male,0,0,0,0,1,1
42,0,F,Male,1,292,0,1,0,1
36,1,M,Male,0,1,0,1,0,1
22,0,M,Male,0,0,0,1,1,1
75,0,F,Female,5,1,1,0,0,1
35,1,F,Female,12,0,1,1,1,1
25,0,M,Male,1,0,1,1,1,1
34,1,F,Male,0,2,0,1,0,1
42,0,M,Male,0,0,0,1,0,1
28,1,F,Male,5,170,1,0,1,1
51,1,F,Male,21,449,1,0,0,0
29,0,M,Female,1,0,1,0,1,1
21,0,F,Male,1,1,1,0,0,0
66,0,M,Male,0,1,0,1,1,1
27,1,M,Male,7,27,1,1,0,1
26,0,M,Male,5,5,0,0,0,1
22,1,M,Male,2,0,0,0,0,1
41,0,M,Male,1,0,0,1,0,1
37,0,M,Male,4,0,0,1,1,1
38,0,M,Male,0,0,0,0,0,1
31,1,F,Male,2,-1,1,0,0,1
25,1,M,Male,1,0,1,0,0,1
21,0,F,Male,1,-1,1,1,0,1
39,0,M,Male,0,0,0,0,1,1
23,0,F,Male,0,0,0,1,1,1
36,0,M,Male,2,0,1,0,0,1
29,1,F,Male,3,1,0,1,0,1
28,1,M,Male,14,20,1,1,0,1
54,0,F,Male,0,0,0,1,1,1
43,0,F,Male,12,52,0,1,1,1
40,1,M,Male,4,2,0,0,1,1
62,0,M,Male,3,0,0,0,1,1
37,0,M,Male,17,45,1,0,1,0
25,0,F,Male,0,0,0,1,1,1
21,1,F,Male,1,48,0,1,1,1
36,0,F,Male,0,0,0,0,1,1
21,1,M,Female,3,1,0,0,1,1
37,0,F,Male,0,0,1,1,1,0
25,1,M,Male,2,0,0,0,1,1
57,0,M,Female,1,0,0,0,0,1
60,0,F,Male,2,0,1,0,0,1
34,0,M,Male,0,0,0,0,1,1
36,1,F,Male,7,1,1,0,0,1
46,1,F,Male,15,6,1,0,0,1
21,0,F,Male,1,2,1,1,1,0
20,1,F,Male,1,187,1,0,0,0
39,0,F,Male,3,0,0,1,1,1
41,0,F,Male,5,1,0,1,0,1
30,1,F,Male,1,0,0,0,1,1
53,1,F,Male,3,197,0,0,0,1
59,1,F,Male,17,23,0,1,0,1
44,1,M,Male,2,-1,0,0,0,1
48,0,M,Male,1,167,0,0,0,1
50,0,M,Female,0,1,0,0,0,1
41,0,F,Male,0,1,0,0,1,1
39,0,M,Female,3,2,1,1,1,1
30,1,F,Male,5,2,0,0,1,1
54,0,M,Male,0,0,0,1,0,1
23,0,F,Male,3,9,0,1,0,1
33,0,F,Male,0,1,0,1,1,1
64,0,F,Male,0,4,1,0,0,1
49,1,M,Male,0,1,0,0,0,1
26,0,F,Male,0,0,1,0,1,1
42,1,F,Male,9,0,1,0,0,1
50,1,F,Male,2,9,0,0,0,1
57,0,M,Male,1,1,0,1,1,1
30,0,F,Male,1,0,1,1,0,1
40,0,F,Male,4,1,0,1,1,1
27,1,F,Male,4,0,1,0,0,0
35,1,M,Male,8,62,1,0,0,1
30,1,F,Male,13,33,0,0,1,0
26,0,M,Male,0,0,0,0,0,1
43,0,M,Female,0,-1,0,0,1,1
24,1,F,Male,5,6,1,0,1,0
30,1,F,Female,3,12,1,1,0,1
22,1,F,Male,1,-1,1,1,1,1
24,0,M,Male,1,1,0,1,1,1
25,1,F,Male,6,0,0,0,0,0
30,1,F,Female,8,45,1,1,0,1
39,0,M,Male,2,1,1,0,1,1
24,0,F,Male,1,1,1,1,0,1
31,1,F,Male,11,11,0,1,0,1
25,0,M,Male,0,0,1,1,0,1
28,1,M,Female,0,0,0,0,1,1
23,0,M,Male,2,45,0,0,0,1
59,0,M,Male,3,2,0,1,1,1
24,1,F,Female,2,3,1,0,1,1
31,1,F,Male,4,29,0,0,1,0
21,1,F,Male,0,1,0,1,1,1
55,1,M,Male,10,4,1,0,0,1
48,0,F,Male,4,0,1,0,0,0
22,0,F,Male,3,323,1,0,1,0
51,1,F,Male,19,2,1,0,1,0
45,0,F,Male,2,7,0,1,1,1
23,1,F,Male,6,8,1,1,0,0
35,0,F,Female,4,13,0,1,0,1
30,0,F,Male,2,16,1,0,0,1
24,0,F,Male,1,0,0,0,1,1
28,1,F,Male,6,80,1,1,1,0
32,1,M,Male,2,0,0,1,1,1
48,0,M,Male,1,1,0,0,0,1
21,0,F,Male,0,1,1,1,1,1
27,0,F,Female,8,3,1,1,1,1
35,0,F,Male,12,10,0,1,1,0
43,1,M,Male,15,0,1,1,0,0
22,0,F,Female,1,1,0,0,1,1
42,0,F,Female,1,0,1,1,1,1
58,0,F,Male,1,60,1,0,0,1
44,0,M,Male,0,0,0,0,0,1
23,0,M,Male,1,3,1,0,0,0
44,0,F,Male,0,11,0,0,1,1
27,0,M,Male,1,0,0,0,1,1
27,1,F,Male,7,4,1,0,1,0
25,1,M,Female,5,47,1,1,1,1
21,1,F,Female,0,0,1,1,0,1
48,0,F,Male,1,0,1,0,0,1
20,1,F,Male,1,1,1,1,1,0
46,0,F,Male,0,1,1,1,0,1
48,0,F,Male,1,0,0,0,0,1
51,1,F,Male,17,0,1,0,1,0
26,0,M,Female,0,6,1,0,0,0
45,0,M,Male,2,28,1,0,1,1
26,1,F,Male,3,47,1,1,0,1
29,0,M,Male,0,0,0,0,0,1
34,0,F,Male,15,6,1,0,1,1
25,1,F,Male,6,4,1,0,1,1
46,1,F,Male,10,9,1,0,1,1
45,0,F,Male,0,1,0,1,1,1
44,0,F,Male,0,2,1,1,1,1
72,0,M,Male,1,1,0,0,0,1
25,1,F,Male,2,49,1,1,0,1
29,0,M,Male,0,1,1,0,1,1
51,0,F,Male,1,0,1,1,0,1
39,0,F,Female,1,106,0,0,1,1
57,0,F,Male,0,-1,0,0,0,1
59,0,M,Male,0,0,0,1,1,1
47,0,F,Male,3,2,0,0,0,1
28,1,F,Male,4,3,0,0,0,1
29,1,M,Male,10,108,1,0,0,0
36,1,F,Female,4,0,1,0,1,0
49,0,F,Female,2,10,0,1,1,1
28,0,F,Male,5,1,1,1,1,0
52,1,F,Male,0,4,1,1,1,1
34,0,F,Male,1,0,1,1,1,1
31,0,M,Male,6,10,0,0,1,1
21,1,M,Male,0,97,1,1,1,0
53,0,M,Female,0,0,0,1,0,1
28,0,F,Female,0,0,1,0,0,1
29,1,F,Male,4,355,1,1,1,0
25,1,F,Male,5,35,0,0,1,0
42,0,M,Male,7,0,1,0,0,1
29,1,F,Male,1,0,0,0,1,1
29,0,M,Female,0,0,0,1,1,1
33,0,F,Female,0,1,1,0,0,1
33,1,M,Female,1,4,0,0,0,1
29,0,F,Male,0,1,1,1,1,1
26,0,F,Male,0,0,0,0,1,1
38,0,F,Male,1,4,0,0,1,1
32,0,M,Male,5,1,1,0,0,1
31,1,F,Male,5,37,0,0,0,1
23,1,M,Male,6,5,0,1,0,1
57,0,M,Female,0,1,0,0,1,1
51,0,M,Male,5,4,1,0,0,1
57,1,F,Male,9,58,0,0,1,1
51,0,M,Male,0,0,0,0,0,1
22,1,F,Male,0,32,0,1,1,1
36,0,F,Male,0,7,0,1,1,1
20,1,F,Male,1,1,1,0,0,0
23,1,F,Female,0,1,1,1,0,1
23,1,F,Male,6,135,1,0,0,0
29,0,M,Female,0,1,0,1,1,1
34,1,F,Male,0,241,1,0,1,1
27,1,M,Male,5,37,1,0,1,0
25,0,F,Male,5,35,1,1,0,0
27,1,F,Male,18,0,1,0,0,0
42,0,F,Male,0,1,1,0,0,1
27,0,M,Male,0,1,0,1,0,1
30,1,M,Male,4,1,1,0,1,1
26,1,M,Male,1,0,1,0,0,1
27,1,F,Male,7,2,1,1,0,1
33,1,M,Male,12,2,1,0,0,0
22,0,F,Female,0,1,1,0,0,0
27,1,M,Male,4,1,0,1,1,1
27,1,F,Male,0,54,0,1,1,1
25,1,F,Male,8,29,1,0,1,1
22,1,M,Male,0,0,0,1,1,1
33,1,F,Male,1,10,0,0,1,0
32,1,F,Male,6,4,1,1,0,1
37,0,F,Male,0,0,0,1,1,1
38,1,M,Male,5,2,0,0,0,1
24,0,F,Male,8,37,0,1,1,0
55,1,F,Female,0,6,0,1,0,1
45,0,F,Male,3,36,1,0,1,0
20,0,F,Male,0,1,0,0,1,1
53,0,M,Male,0,-1,0,1,1,1
48,0,M,Female,1,0,0,0,1,1
23,1,F,Male,6,5,0,0,1,0
31,1,F,Male,0,1,1,1,1,1
23,0,F,Male,3,33,1,1,1,0
40,0,F,Male,6,0,0,1,1,1
28,1,F,Male,2,2,1,0,0,1
31,0,F,Female,0,2,1,0,1,1
23,0,F,Male,0,1,1,0,0,1
55,1,F,Male,1,33,0,0,0,1
32,0,F,Male,0,0,0,0,0,1
47,1,F,Male,19,212,1,0,0,0
21,1,F,Male,5,1,0,0,1,0
35,1,F,Male,10,22,1,0,1,1
27,1,F,Male,0,0,0,1,0,0
36,0,F,Male,4,1,1,0,1,1
36,0,M,Female,1,0,1,1,1,1
20,1,F,Male,0,8,0,0,0,1
56,1,M,Male,10,13,0,0,1,1
30,0,F,Male,2,63,0,0,0,1
29,1,F,Female,2,8,0,1,0,1
21,1,M,Male,0,35,1,1,1,0
31,0,M,Male,2,0,0,1,1,1
42,1,F,Male,6,0,1,1,1,0
30,1,F,Male,1,1,1,1,1,1
54,0,F,Male,21,0,1,0,1,1
20,0,F,Male,0,1,0,0,1,1
51,1,F,Male,1,1,0,1,1,1
41,0,M,Male,0,0,0,1,1,1
27,1,F,Male,10,1,1,1,0,0
32,1,F,Male,12,1,1,1,0,0
33,1,F,Male,14,1,1,0,0,0
22,0,F,Male,1,4,1,1,1,0
25,0,F,Female,0,5,1,1,1,1
44,0,M,Male,2,5,1,1,0,1
33,1,M,Male,0,23,0,1,0,1
23,0,F,Male,0,0,0,0,1,1
61,0,M,Male,0,0,0,1,1,1
37,1,M,Male,4,82,0,1,1,1
36,0,M,Male,4,2,1,0,1,1
24,1,F,Male,4,26,1,0,0,0
21,0,F,Male,0,4,0,0,1,1
21,1,F,Male,3,4,1,1,1,1
36,0,M,Female,0,1,0,1,1,1
30,1,F,Male,9,50,1,1,0,0
24,1,M,Male,0,1,0,1,0,1
44,0,M,Male,0,0,0,0,1,1
59,1,F,Male,14,33,1,1,0,0
22,1,F,Male,0,2,0,0,1,1
25,0,F,Male,0,0,1,0,0,1
29,0,M,Male,1,0,0,1,0,0
25,1,F,Male,0,2,1,0,0,1
23,0,M,Female,1,0,0,0,0,1
25,1,F,Female,2,11,0,1,1,1
29,1,M,Male,0,1,1,0,1,1
23,1,F,Male,5,4,1,1,0,0
49,1,M,Female,14,122,1,1,0,1
43,1,F,Female,0,1,0,1,1,1
47,0,M,Female,4,0,1,1,1,1
27,0,F,Male,1,1,0,1,0,1
31,0,F,Male,1,0,1,1,1,0
23,0,F,Female,1,1,1,0,1,1
24,1,F,Male,1,3,0,1,0,1
36,0,M,Male,0,-1,0,1,0,1
21,1,F,Male,0,0,1,0,0,1
60,1,F,Female,9,384,0,1,0,1
45,0,M,Male,2,0,0,0,1,1
28,1,M,Male,5,1,1,0,1,1
50,1,M,Female,30,3,0,1,0,1
22,0,M,Female,1,0,0,0,1,1
52,0,M,Male,2,10,1,1,0,1
44,0,F,Female,1,0,0,1,1,1
20,0,F,Male,0,3,1,1,0,1
27,1,F,Male,7,0,0,0,1,0
41,0,F,Male,1,6,0,0,1,1
31,1,M,Male,15,4,1,0,0,0
39,1,F,Male,3,1,0,1,1,1
42,0,F,Female,1,0,1,1,1,1
28,0,F,Male,1,1,0,0,1,1
31,0,M,Male,1,0,0,1,1,1
61,0,M,Male,1,2,1,1,1,1
30,0,F,Male,0,0,0,0,0,1
36,1,F,Male,16,8,1,0,1,0
28,1,F,Male,0,1,0,1,1,1
29,0,F,Male,0,0,0,1,1,1
36,0,M,Male,1,0,0,1,1,1
46,1,M,Female,0,2,0,0,1,1
31,0,M,Male,0,0,1,1,0,1
26,0,F,Male,0,1,1,1,0,0
29,0,F,Male,0,1,1,0,0,1
21,1,F,Male,7,10,1,0,0,0
55,0,F,Female,0,0,0,1,0,1
40,0,M,Female,0,2,0,0,0,1
22,1,F,Male,2,1,0,1,1,0
28,0,F,Male,7,1,1,1,0,0
26,0,F,Male,1,-1,0,1,0,1
23,1,M,Male,5,32,0,0,0,0
64,0,F,Male,8,0,0,1,1,1
39,0,F,Male,0,5,0,1,1,1
38,1,F,Male,16,241,1,0,0,0
22,1,F,Male,0,1,1,0,0,1
44,0,F,Male,2,1,1,1,1,1
49,1,M,Female,2,11,0,0,1,1
39,0,F,Male,0,0,0,1,0,1
22,0,F,Male,0,1,0,0,0,1
32,1,F,Female,2,0,0,1,1,1
29,1,F,Male,2,0,0,1,0,1
37,0,F,Male,1,3,1,1,1,0
26,1,M,Male,0,0,1,1,1,1
29,0,M,Male,2,0,1,1,1,1
26,0,M,Male,0,1,1,0,1,1
27,1,F,Female,6,1,0,0,0,1
48,0,F,Female,0,1,0,1,0,1
28,0,F,Female,0,2,0,1,0,1
27,1,F,Male,0,3,1,1,0,1
34,0,M,Male,1,1,0,0,0,1
31,1,F,Male,8,13,0,0,0,1
22,1,M,Male,0,0,0,1,1,1
28,0,F,Male,3,0,1,1,1,1
31,1,F,Male,8,117,0,1,1,0
42,0,F,Male,1,0,1,1,1,1
41,0,F,Female,0,1,0,1,0,1
56,0,F,Male,4,16,1,0,0,1
45,1,F,Male,21,1,0,0,1,1
69,0,M,Male,0,0,0,0,1,1
41,0,F,Male,4,0,1,0,0,1
26,1,F,Male,4,2,0,0,0,1
34,0,M,Male,0,0,0,1,0,1
25,1,F,Male,3,1,1,0,0,1
34,1,M,Female,0,2,0,1,1,1
30,1,M,Male,1,0,0,1,1,0
30,0,F,Male,4,3,0,1,1,1
20,1,M,Male,0,11,1,1,0,0
70,0,F,Female,0,0,0,0,0,1
47,1,M,Male,5,0,0,0,0,1
37,0,M,Male,0,1,0,1,1,1
31,0,F,Male,3,0,0,1,1,1
23,1,M,Male,0,1,1,1,1,1
20,1,F,Male,0,6,0,1,0,0
41,1,F,Male,0,1,0,0,0,1
24,1,F,Male,4,1,1,0,0,1
49,0,M,Male,0,0,0,1,1,1
25,0,M,Male,0,0,0,0,0,1
34,0,M,Male,1,0,0,1,0,1
44,0,F,Male,3,0,0,0,0,1
36,1,M,Male,0,1,1,1,1,1
66,0,M,Male,0,0,0,1,0,1
25,1,F,Male,1,0,1,0,0,1
31,0,M,Male,5,1,0,0,1,1
38,1,F,Male,2,2,1,1,1,1
40,0,F,Female,4,2,0,0,0,1
22,1,M,Male,0,1,1,1,1,1
60,0,M,Female,0,0,0,1,0,1
33,1,M,Male,5,1,0,0,1,1
33,0,F,Male,3,1,0,1,1,1
38,1,F,Male,2,192,1,0,1,1
29,0,M,Male,1,0,0,1,1,1
26,1,M,Male,13,-1,1,0,0,0
23,0,F,Male,4,2,0,0,1,0
54,0,M,Male,9,1,1,0,1,1
65,1,F,Male,1,0,0,0,0,1
21,0,M,Male,0,45,1,1,1,1
22,0,F,Male,0,-1,1,1,1,1
26,1,M,Male,3,205,1,0,1,0
48,0,F,Male,0,1,1,1,1,1
27,0,F,Female,0,0,0,0,1,1
42,0,F,Male,5,2,1,0,0,1
29,1,M,Male,1,0,1,0,1,1
69,0,M,Male,0,0,0,1,0,1
40,1,M,Male,24,1,1,0,0,0
39,0,F,Female,4,3,1,0,1,1
45,0,F,Female,2,11,1,0,1,1
23,1,F,Male,3,0,1,0,0,0
24,0,F,Male,0,0,0,0,1,1
21,1,F,Male,1,0,1,0,1,1
42,0,F,Male,1,4,1,1,0,1
25,1,F,Male,1,68,0,1,1,1
28,1,F,Female,4,2,1,0,0,1
50,0,F,Male,5,31,1,1,1,1
24,1,M,Male,1,1,0,1,0,1
34,1,F,Male,14,40,0,0,1,0
27,0,F,Male,3,0,1,1,1,1
21,0,F,Male,1,0,0,1,1,1
34,1,F,Male,0,2,1,1,0,0
21,1,F,Male,1,242,1,0,1,0
24,1,F,Male,8,214,1,1,1,0
43,0,M,Male,0,0,1,0,0,1
21,0,M,Male,0,1,1,1,0,1
39,0,M,Male,0,0,0,0,0,1
21,0,M,Male,0,1,0,1,0,1
55,1,F,Male,8,2,1,1,0,1
26,1,F,Male,20,29,1,1,0,0
27,1,F,Male,9,0,1,1,1,1
27,1,F,Male,2,0,0,1,1,1
23,1,F,Male,1,1,0,1,0,1
33,0,F,Female,1,0,1,0,0,1
31,1,F,Female,9,0,1,1,0,0
54,0,F,Male,0,1,1,1,1,1
38,0,F,Male,0,1,1,0,1,1
44,0,M,Female,0,1,1,0,0,1
25,0,M,Male,0,-1,0,0,0,1
32,0,F,Male,0,0,0,0,1,1
63,0,F,Male,6,24,1,1,0,1
27,1,F,Female,2,0,0,0,1,1
22,0,M,Female,1,-1,1,0,0,1
22,1,F,Male,3,1,1,1,1,1
45,0,M,Male,1,1,0,1,1,1
47,0,F,Male,1,0,1,0,0,1
20,1,F,Male,1,1,0,1,0,1
59,1,F,Male,8,8,1,0,0,0
21,1,F,Male,2,1,0,0,1,1
31,0,M,Female,0,-1,1,0,0,1
32,1,F,Male,5,0,0,1,1,1
26,1,F,Male,5,6,1,1,0,1
29,1,F,Male,14,0,0,0,0,0
29,1,F,Male,1,0,0,1,0,1
31,0,F,Female,10,0,1,0,0,1
23,0,M,Male,0,1,0,0,0,1
32,1,F,Male,10,0,1,1,1,1
26,0,M,Female,0,0,0,0,1,1
26,0,F,Male,0,1,0,1,1,1
21,1,F,Male,1,1,1,0,0,1
21,0,F,Male,1,0,1,1,1,1
44,0,F,Male,1,1,0,1,0,0
59,1,F,Male,1,0,0,1,1,1
24,0,M,Male,0,0,0,1,0,1
45,1,F,Male,38,121,1,1,0,0
31,0,F,Male,0,0,0,0,1,1
22,0,F,Male,0,-1,1,1,1,1
26,0,F,Male,0,0,0,1,1,1
41,0,M,Male,1,113,0,0,1,1
46,0,F,Male,0,1,0,1,1,1
42,0,F,Male,3,0,0,1,1,1
29,1,F,Male,2,1,0,1,1,1
29,0,M,Male,3,0,0,1,0,1
26,1,F,Male,9,11,1,0,0,1
20,1,F,Female,0,2,0,1,0,0
35,1,F,Male,4,1,0,1,1,1
23,0,F,Male,0,3,1,1,0,1
19,1,F,Male,2,14,1,1,1,0
46,1,F,Male,0,0,0,1,1,1
23,1,M,Male,3,4,1,1,0,1
25,0,F,Male,2,1,1,1,0,0
45,1,F,Male,15,0,1,0,1,1
50,1,F,Male,4,0,1,0,0,1
37,1,F,Male,7,69,0,0,1,0
45,0,M,Male,0,1,1,0,0,1
34,0,F,Male,2,1,1,0,0,1
38,0,F,Female,3,0,0,0,1,1
29,1,F,Male,12,12,1,1,1,0
27,0,M,Male,0,0,0,0,0,1
21,0,F,Male,1,0,1,1,0,0
25,0,F,Male,1,2,1,0,1,1
27,0,F,Male,1,8,1,1,1,1
29,1,F,Male,5,3,1,1,1,1
55,1,F,Male,3,36,0,0,1,1
28,0,M,Female,0,0,1,0,0,1
23,1,F,Male,2,7,0,0,0,0
33,0,M,Male,0,0,1,1,1,1
22,0,F,Female,2,0,0,1,0,1
46,0,M,Male,0,0,0,0,1,1
53,0,M,Female,0,0,0,1,0,1
34,1,F,Female,1,116,1,1,0,1
33,0,F,Female,2,0,1,0,1,1
39,1,F,Female,0,57,1,0,0,1
25,0,F,Male,4,1,0,1,0,1
21,1,F,Male,0,6,0,1,1,1
38,0,F,Male,0,5,1,1,1,0
29,1,F,Female,7,8,0,0,1,1
25,1,M,Female,0,1,1,0,1,1
30,0,F,Male,3,2,1,0,0,1
46,0,F,Female,2,3,0,0,1,1
23,1,M,Male,0,1,1,0,1,1
58,1,F,Female,4,1,1,1,1,1
53,0,M,Female,1,0,0,1,0,1
29,1,F,Male,6,1,1,0,1,1
37,0,F,Male,0,0,1,0,1,0
25,1,F,Male,3,1,0,1,0,0
22,1,F,Male,2,31,0,1,1,1
27,0,F,Male,1,3,1,1,1,1
39,0,M,Male,1,4,1,0,1,1
23,0,M,Male,1,178,1,0,1,1
28,0,F,Male,1,8,0,1,1,1
52,0,F,Male,10,149,0,0,0,1
29,0,F,Male,1,2,0,0,1,1
27,0,F,Male,0,1,0,0,0,1
24,1,F,Male,4,0,0,1,1,1
39,0,M,Male,10,40,1,0,0,0
67,0,M,Male,0,0,0,0,1,1
29,1,F,Female,0,1,1,0,1,1
40,0,F,Male,5,0,0,0,0,1
22,1,F,Male,0,5,1,1,1,0
24,1,F,Male,1,0,1,0,1,1
52,0,F,Male,1,0,0,0,0,1
34,1,F,Female,0,62,0,1,0,1
43,0,M,Male,0,0,0,0,0,1
39,1,F,Male,2,-1,0,1,1,1
26,0,M,Male,0,1,0,1,0,1
56,0,F,Male,0,6,1,1,0,1
33,0,M,Male,0,0,0,0,0,1
30,0,F,Female,1,1,0,0,0,1
26,1,F,Male,1,0,1,0,1,1
49,0,F,Male,1,24,1,0,0,1
52,0,M,Male,0,0,0,0,1,1
31,1,F,Male,1,17,0,1,0,0
26,1,F,Female,4,0,0,1,1,1
28,0,M,Female,0,0,1,1,1,1
50,0,M,Female,7,1,1,0,1,1
25,1,M,Male,3,172,0,0,0,0
33,1,F,Male,0,37,1,0,0,0
56,1,F,Male,7,0,0,1,0,1
42,0,F,Male,0,0,1,0,0,1
24,0,F,Male,8,-1,0,0,1,0
47,1,M,Male,23,0,1,0,1,0
24,1,M,Male,2,0,1,1,1,1
41,1,F,Male,14,6,0,0,1,1
48,1,F,Male,4,4,0,0,1,1
30,1,F,Female,10,0,1,1,1,0
20,1,F,Male,2,129,1,1,0,0
42,1,M,Male,13,0,1,0,1,0
29,1,F,Male,16,33,1,1,1,0
34,0,M,Male,1,2,1,1,1,1
49,0,F,Female,8,8,0,0,1,1
30,0,M,Male,2,1,1,1,0,1
39,0,F,Male,1,13,1,0,0,1
33,1,F,Female,3,1,0,0,1,1
26,1,F,Male,0,1,0,1,1,1
32,1,F,Male,0,4,0,1,1,1
25,1,F,Male,5,0,1,0,0,0
50,0,M,Male,1,0,0,1,0,1
26,1,F,Male,1,0,0,1,0,1
59,0,F,Male,1,0,1,1,0,1
47,1,F,Male,2,2,0,1,0,1
38,0,M,Male,4,0,1,1,1,1
28,0,F,Male,1,1,0,0,0,1
29,0,F,Male,0,0,0,0,0,1
23,1,F,Female,0,3,1,0,1,1
28,1,F,Female,3,0,0,0,0,1
45,0,M,Male,0,-1,0,1,0,1
22,0,M,Female,0,1,1,0,1,1
40,0,F,Female,2,1,1,0,0,1
31,1,F,Female,1,0,0,1,0,1
50,0,F,Male,10,0,0,0,1,1
32,1,M,Male,0,0,0,0,0,1
25,0,M,Female,1,0,1,0,1,0
27,1,F,Male,3,0,1,0,1,1
31,1,M,Male,3,1,0,1,0,1
62,0,M,Female,0,3,0,0,1,1
30,1,M,Male,3,5,1,1,0,1
26,1,F,Male,10,0,1,0,0,0
53,0,F,Male,2,0,1,0,1,1
53,0,M,Male,1,0,0,0,1,1
38,1,F,Male,1,0,0,1,0,1
41,1,F,Male,18,299,1,1,0,1
39,0,M,Male,2,47,1,1,0,1
26,0,F,Female,0,0,0,0,1,1
56,0,M,Male,0,1,0,0,0,1
46,1,F,Male,5,202,1,0,1,1
43,0,F,Female,2,2,1,1,0,1
30,1,F,Male,11,1,1,0,0,1
20,0,F,Male,0,0,0,1,1,1
60,0,F,Male,13,0,1,1,0,1
23,0,M,Male,3,1,0,1,0,1
57,0,M,Male,1,1,0,1,0,1
54,1,M,Male,0,0,1,0,0,1
63,0,M,Male,0,0,1,1,0,1
21,1,F,Male,2,0,1,0,1,0
21,1,F,Male,1,0,0,0,0,1
52,0,F,Female,1,3,0,1,0,1
22,0,F,Female,0,0,0,0,0,1
28,1,F,Male,5,20,0,0,0,1
47,0,M,Male,1,1,1,0,0,1
51,0,F,Female,5,32,0,0,0,1
77,0,M,Male,0,-1,1,0,1,1
54,1,F,Male,0,1,0,1,0,1
22,1,M,Male,0,0,1,0,0,1
38,0,F,Female,1,0,1,0,0,1
