age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,response
21,1,F,0,Male,0,0,0
24,1,F,1,Male,1,75,1
35,0,F,1,Male,5,6,0
35,1,F,1,Male,1,0,1
33,1,M,0,Male,0,0,1
64,0,F,0,Female,1,1,1
28,0,F,0,Male,1,3,1
59,1,M,0,Male,2,6,1
23,0,M,1,Female,0,0,1
39,0,F,0,Male,0,-1,1
53,0,F,1,Male,2,0,1
55,1,F,1,Male,21,85,1
34,0,F,0,Male,2,2,1
29,1,F,1,Male,0,0,1
31,1,M,0,Male,6,0,1
26,1,F,1,Female,1,2,1
35,0,F,0,Male,7,1,1
26,0,M,0,Male,5,0,1
43,0,F,0,Male,8,1,1
36,1,F,0,Male,9,19,1
36,0,M,1,Female,1,0,1
23,1,M,1,Female,2,1,1
58,1,F,0,Male,7,185,1
24,0,M,1,Male,0,3,1
22,1,M,0,Male,3,0,1
26,1,F,1,Male,3,3,0
24,1,F,1,Male,5,0,1
29,0,M,0,Male,0,0,1
46,0,F,0,Male,1,10,1
24,1,F,1,Female,3,1,0
24,1,F,1,Male,1,1,1
31,0,M,1,Male,7,1,1
26,1,M,1,Male,9,1,0
38,0,F,0,Female,0,0,1
27,1,F,0,Male,1,2,1
43,1,F,1,Male,9,0,1
28,1,F,1,Male,9,53,1
23,0,F,1,Male,1,1,1
33,1,M,0,Female,0,0,1
56,1,M,0,Male,9,19,1
57,0,F,0,Male,1,17,1
33,1,M,1,Male,4,17,1
25,1,F,1,Female,0,1,1
69,0,M,1,Male,22,1,1
23,1,F,1,Female,2,1,1
48,0,F,0,Male,4,1,1
23,1,F,1,Male,2,6,0
22,1,M,1,Female,0,0,1
38,0,M,1,Female,0,1,1
39,0,F,0,Male,0,54,1
41,1,F,1,Male,8,1,1
23,0,F,1,Male,4,31,0
27,0,M,0,Female,0,1,1
51,0,F,1,Female,7,1,1
28,0,M,0,Male,9,0,1
36,0,M,0,Male,1,3,1
46,0,M,1,Female,7,18,0
28,0,F,0,Male,0,0,1
20,1,M,1,Male,0,1,1
26,0,M,1,Male,0,1,1
33,0,M,0,Male,2,4,1
22,1,M,1,Male,0,0,1
33,0,F,0,Male,2,1,1
49,0,F,0,Male,0,73,1
21,0,F,1,Male,0,0,1
47,0,M,0,Male,0,1,1
20,0,F,1,Male,0,30,0
50,1,F,0,Male,3,33,0
32,0,M,0,Female,0,0,1
24,1,M,1,Male,0,1,1
42,0,F,1,Male,0,0,1
32,0,F,1,Male,5,9,1
26,0,F,1,Male,6,1,1
24,0,M,0,Male,0,0,1
24,0,F,1,Male,0,-1,1
37,0,F,1,Male,8,1,1
36,1,F,1,Female,13,33,0
31,0,F,1,Male,0,0,1
37,0,F,0,Male,1,5,1
33,0,F,0,Male,1,3,1
35,0,F,0,Male,1,2,1
47,1,M,1,Male,0,0,1
29,0,F,1,Female,0,0,1
23,0,M,1,Female,6,17,1
31,0,F,1,Male,6,25,1
31,0,M,1,Male,0,21,1
30,0,F,1,Male,0,3,1
32,1,F,0,Female,2,32,0
39,1,M,0,Female,1,10,1
41,1,F,1,Male,18,299,1
45,0,F,0,Male,7,1,1
43,1,F,1,Male,3,1,1
29,1,M,1,Male,1,0,1
53,0,M,0,Female,0,0,1
32,0,M,0,Female,0,2,1
31,1,F,1,Male,19,0,0
69,1,M,0,Male,0,2,1
52,0,M,0,Male,1,1,1
47,1,F,0,Male,22,3,0
27,0,M,0,Male,1,0,1
79,0,M,0,Male,1,1,1
35,0,M,0,Female,1,0,1
64,0,F,1,Male,20,2,1
23,1,M,0,Male,0,3,0
34,0,F,1,Male,2,1,1
30,0,M,1,Female,0,0,1
45,0,M,0,Male,1,1,1
29,1,M,0,Female,2,-1,1
37,0,F,1,Male,24,19,0
54,0,M,0,Male,0,1,1
27,1,F,0,Male,1,0,1
53,0,M,0,Female,0,0,1
29,0,F,1,Male,0,1,1
26,1,F,0,Female,1,0,0
36,1,F,1,Male,2,47,1
26,0,M,0,Male,3,0,0
28,0,M,0,Male,2,13,1
55,0,F,1,Male,0,1,1
50,0,F,0,Male,0,2,1
67,0,F,0,Male,1,0,1
33,1,F,0,Male,5,119,1
21,1,M,1,Male,2,35,0
25,1,M,1,Female,1,1,0
35,0,F,0,Female,4,13,1
33,0,M,0,Male,3,0,1
44,0,M,0,Male,0,1,1
35,0,M,1,Male,1,-1,1
29,0,F,0,Male,5,0,1
49,0,M,0,Female,4,3,1
23,0,M,0,Female,0,1,1
48,0,F,0,Female,0,17,1
21,0,M,1,Male,0,1,1
38,0,M,0,Female,0,0,1
48,0,F,0,Male,12,1,1
53,1,F,0,Female,4,0,1
25,0,F,1,Male,1,0,1
49,1,M,1,Female,14,122,1
30,0,F,1,Male,6,133,1
23,1,F,1,Male,5,1,1
41,0,M,1,Male,0,0,1
29,0,M,0,Male,1,0,1
34,0,M,1,Male,2,25,1
23,1,M,0,Male,0,0,1
22,1,M,1,Male,1,0,0
41,1,M,0,Male,5,0,1
23,0,M,0,Male,3,1,1
42,0,M,0,Male,6,1,1
45,1,F,0,Female,7,0,1
29,1,F,0,Female,11,34,0
22,1,F,0,Male,5,2,1
62,0,M,0,Male,0,-1,1
21,1,F,1,Male,1,1,1
53,0,M,0,Male,1,1,1
23,0,M,0,Male,0,1,1
40,1,F,1,Male,1,0,1
25,1,F,1,Male,0,0,1
24,1,F,1,Male,0,9,1
34,1,F,0,Female,1,12,1
27,0,F,0,Male,2,0,1
30,1,M,1,Male,4,1,1
37,1,M,0,Female,0,0,1
23,1,F,1,Male,2,1,1
33,0,M,0,Male,0,0,1
24,0,M,1,Male,3,6,1
34,1,F,1,Male,9,0,1
54,0,F,0,Male,6,0,1
39,0,F,0,Male,6,26,1
36,0,F,0,Male,5,0,1
56,0,M,1,Male,9,0,0
66,1,M,0,Male,0,0,1
52,0,M,0,Female,6,33,1
30,1,M,0,Female,0,1,1
61,1,M,1,Male,4,2,0
38,1,F,1,Male,0,1,1
20,1,F,1,Male,1,1,0
24,1,M,1,Male,2,0,1
23,0,M,0,Male,1,0,1
44,0,M,0,Female,0,1,1
48,0,F,1,Female,0,1,1
30,0,M,0,Male,1,7,1
29,1,F,1,Male,5,0,0
37,1,F,0,Male,11,0,0
39,1,F,0,Male,3,1,1
46,0,F,0,Male,0,1,1
50,0,F,0,Male,5,5,1
34,1,F,1,Male,27,118,0
26,0,M,1,Female,0,1,0
28,1,F,0,Male,1,1,1
24,0,F,1,Male,0,1,0
39,0,F,0,Female,0,1,1
24,0,F,1,Male,0,2,1
41,1,M,0,Male,3,1,1
27,1,F,0,Male,2,6,1
32,0,F,0,Female,4,0,1
51,0,F,0,Male,2,1,1
26,0,F,1,Male,1,1,1
54,1,F,0,Male,0,1,1
27,1,F,1,Male,9,52,0
20,1,F,0,Male,1,1,1
33,0,F,1,Female,2,0,1
60,0,F,0,Male,1,18,1
29,1,F,1,Male,12,12,0
28,1,F,1,Male,5,0,1
28,0,F,1,Male,2,125,1
21,1,M,0,Male,0,0,1
29,0,M,0,Male,1,11,0
42,0,F,1,Male,0,1,1
25,1,F,1,Male,0,9,0
24,0,M,1,Female,0,2,1
26,1,M,0,Male,0,3,1
24,0,F,0,Male,2,32,1
40,0,F,0,Male,3,1,1
44,1,F,0,Male,6,270,1
24,1,F,1,Male,0,6,0
32,0,F,1,Female,5,-1,1
41,0,F,1,Male,1,2,1
21,1,F,0,Male,0,0,1
33,0,M,0,Female,0,0,1
44,0,M,1,Male,2,5,1
50,0,M,1,Male,4,2,1
30,0,F,0,Male,2,0,1
36,1,M,0,Male,0,5,1
31,0,F,0,Male,0,1,1
23,1,F,0,Male,2,58,1
38,0,M,1,Male,8,15,1
63,0,F,0,Male,1,14,1
34,0,M,0,Male,0,1,1
52,0,M,1,Male,4,1,1
54,0,F,1,Female,7,18,1
31,0,M,1,Male,5,0,1
54,1,F,0,Female,0,20,1
22,0,F,1,Male,0,0,1
49,0,F,0,Male,3,0,1
25,0,F,1,Male,2,274,0
28,1,F,0,Male,9,8,0
27,0,M,0,Male,0,1,1
50,0,M,0,Male,0,0,1
25,1,F,1,Male,14,83,0
26,1,M,1,Female,2,0,1
36,1,F,0,Male,0,0,1
40,0,M,1,Male,1,1,1
40,1,F,0,Male,8,0,1
41,0,M,0,Female,0,0,1
38,1,F,0,Male,1,1,1
41,0,F,0,Male,1,62,1
36,0,M,0,Male,0,2,1
30,0,F,0,Male,2,6,1
24,0,F,0,Male,2,1,1
26,0,M,0,Female,0,0,1
50,1,M,0,Male,3,25,1
30,1,F,0,Male,9,44,0
51,0,M,0,Male,0,0,1
21,0,F,0,Female,1,1,1
26,0,M,1,Male,1,14,1
27,1,F,0,Male,0,0,1
31,0,F,0,Male,0,0,1
24,1,F,1,Male,1,0,1
24,1,F,1,Male,5,6,0
30,0,F,0,Male,0,10,1
47,0,M,0,Male,1,0,1
30,1,M,1,Male,6,0,1
51,0,F,0,Male,2,22,1
27,0,F,0,Male,1,1,1
23,1,M,1,Female,0,0,1
20,0,F,0,Female,0,0,1
41,0,M,0,Male,0,-1,1
22,0,F,1,Male,0,0,1
27,1,F,1,Male,8,25,1
51,1,F,0,Male,1,0,1
34,0,F,1,Female,14,3,0
33,1,M,1,Male,8,0,1
59,0,F,0,Male,2,18,1
27,1,M,0,Male,2,1,1
26,1,F,1,Male,5,6,1
52,0,F,0,Male,7,0,1
26,1,M,1,Male,1,0,1
29,0,F,0,Female,0,0,1
21,0,F,0,Male,0,0,1
53,0,F,1,Female,0,0,1
21,1,F,1,Male,2,7,1
24,1,F,1,Male,3,1,1
49,0,F,0,Male,4,5,1
39,0,M,0,Male,0,0,1
50,0,F,0,Male,8,11,1
23,1,M,1,Male,3,13,1
28,0,F,1,Male,10,0,1
29,0,F,1,Male,0,0,1
29,1,M,0,Male,4,0,1
25,1,M,0,Male,2,1,1
26,1,F,0,Male,4,2,1
29,0,M,1,Male,0,1,1
20,1,F,1,Male,2,1,1
59,0,M,1,Male,2,0,1
44,1,F,1,Male,0,0,1
50,0,F,0,Male,0,30,1
51,1,F,0,Male,4,1,1
22,1,M,1,Male,1,16,1
40,0,F,1,Male,0,1,1
19,0,F,0,Male,1,4,0
57,0,F,0,Male,0,0,1
44,0,M,0,Female,0,0,1
49,0,F,0,Male,0,-1,1
22,0,F,1,Male,1,1,1
43,0,F,0,Male,5,0,1
27,0,M,0,Male,3,3,1
30,1,F,0,Male,0,1,1
40,1,F,1,Male,5,55,0
21,0,M,1,Female,0,0,1
28,1,M,1,Male,4,0,1
32,0,M,0,Male,0,0,1
22,1,F,1,Male,1,0,1
22,0,F,0,Male,0,2,1
43,0,M,0,Male,0,0,1
25,1,F,0,Male,1,1,1
27,1,F,0,Male,6,34,1
25,0,F,0,Male,0,0,1
24,0,M,1,Male,1,2,1
23,0,F,0,Male,0,1,1
24,0,M,0,Female,0,0,1
49,0,F,0,Female,4,3,1
54,0,F,1,Male,11,129,0
30,0,F,1,Female,4,0,1
21,0,F,0,Male,1,0,1
52,1,M,1,Male,7,0,1
36,1,M,1,Male,0,1,1
54,1,F,0,Male,3,8,1
24,0,F,0,Female,0,0,1
24,0,F,0,Male,0,1,0
51,1,F,1,Male,0,1,1
69,0,M,0,Male,0,0,1
55,0,M,1,Female,1,2,1
24,0,F,0,Female,1,1,1
50,0,F,1,Female,3,-1,1
65,1,F,0,Male,1,0,1
50,0,F,0,Male,2,1,1
30,0,F,0,Female,0,1,1
25,0,F,1,Female,1,4,1
22,0,M,1,Female,0,1,1
58,0,F,0,Male,1,10,1
27,0,F,1,Male,3,0,1
32,0,M,1,Male,0,0,1
33,1,F,1,Male,10,2,0
48,0,M,0,Male,0,-1,1
28,0,F,0,Male,0,1,1
54,0,M,1,Male,1,0,1
43,1,F,0,Male,0,0,0
48,1,F,0,Male,0,68,0
23,0,F,1,Male,1,0,1
29,1,M,0,Female,1,2,1
44,0,F,1,Male,1,1,1
37,1,F,0,Female,2,1,0
27,0,F,0,Male,1,1,0
26,0,F,0,Male,1,0,1
38,0,M,1,Male,7,197,1
20,1,F,0,Male,0,0,0
27,1,F,1,Male,6,1,1
24,0,F,1,Male,0,0,0
31,0,F,1,Male,1,13,1
40,0,F,0,Male,0,22,1
29,0,M,1,Female,1,1,1
28,0,M,1,Male,2,0,1
21,1,M,0,Male,0,1,1
31,0,F,1,Male,0,2,1
22,1,F,1,Male,1,0,1
37,1,F,0,Male,1,8,1
29,0,M,1,Male,1,3,1
31,1,F,0,Male,8,117,0
48,1,F,1,Male,25,6,0
34,0,M,0,Male,0,0,1
32,0,M,0,Male,0,1,1
23,1,F,0,Male,0,0,0
27,1,F,1,Male,6,10,1
30,1,F,1,Female,14,5,0
26,0,F,1,Male,0,0,0
30,1,F,1,Female,8,1,0
39,1,F,1,Male,3,3,1
21,1,M,1,Male,5,1,1
45,1,F,0,Male,1,27,1
52,0,M,0,Male,3,0,0
66,0,F,0,Male,1,0,1
27,1,F,1,Male,21,35,1
22,1,F,0,Male,1,0,1
37,0,M,0,Male,4,0,1
25,1,M,0,Male,5,14,0
30,0,M,0,Male,0,23,1
36,0,M,1,Female,0,0,1
39,1,M,1,Male,2,1,1
31,0,F,1,Male,0,0,1
33,1,F,1,Male,12,2,0
35,1,F,1,Male,22,2,0
20,0,F,1,Female,0,0,1
23,1,F,1,Male,1,7,1
29,1,F,1,Male,12,0,1
31,1,M,0,Female,1,1,1
29,0,F,0,Male,0,1,1
28,1,F,1,Male,13,1,0
50,1,M,1,Male,2,0,1
23,1,F,1,Male,6,1,0
27,0,F,1,Female,1,2,1
22,1,M,0,Male,5,0,1
36,0,F,0,Male,1,0,1
46,1,F,1,Male,0,0,1
49,1,F,0,Male,7,3,1
31,0,F,0,Male,0,1,1
22,1,F,1,Male,3,214,1
50,0,F,0,Male,10,0,1
29,0,F,1,Male,4,1,1
63,1,F,1,Male,9,1,1
24,1,F,0,Male,5,0,1
30,1,F,1,Female,10,0,0
64,0,M,1,Male,0,1,1
35,1,M,0,Male,1,4,1
21,1,F,0,Male,1,55,0
20,1,F,0,Male,2,52,0
55,1,F,1,Male,8,2,1
45,0,M,1,Male,4,3,1
30,1,M,1,Male,1,1,1
25,1,M,1,Male,7,3,0
31,0,F,1,Female,0,2,1
45,0,F,0,Male,0,1,1
34,0,F,1,Male,1,-1,1
49,1,F,0,Male,2,91,1
25,1,M,0,Male,2,0,1
46,0,M,0,Female,0,1,1
32,1,F,1,Female,6,3,1
35,1,M,1,Male,14,0,0
51,0,F,0,Male,0,-1,1
42,0,F,1,Female,16,24,1
30,0,M,0,Male,0,-1,1
32,0,M,1,Male,2,1,1
40,0,M,0,Female,0,0,1
21,0,M,1,Male,0,1,1
52,1,F,0,Male,6,1,1
26,1,F,1,Male,24,0,0
31,1,M,1,Male,4,1,1
47,0,F,0,Male,2,1,1
33,0,M,1,Female,0,1,1
30,0,F,0,Male,2,1,1
37,0,F,0,Male,13,1,1
22,0,F,1,Male,0,35,1
26,1,F,1,Male,4,83,1
56,0,F,0,Male,3,191,1
44,0,F,0,Male,0,11,1
30,1,F,0,Male,1,1,1
31,1,M,1,Male,9,27,0
33,1,F,1,Male,0,3,1
61,0,M,0,Male,0,-1,1
24,1,F,0,Male,5,18,1
26,1,M,1,Male,13,-1,0
38,0,M,0,Male,1,0,1
42,0,M,0,Female,0,1,1
32,1,M,0,Male,0,17,1
54,1,M,0,Male,2,1,1
26,1,F,1,Male,3,47,1
33,1,M,1,Male,3,1,1
21,1,M,1,Male,2,21,0
22,1,M,0,Male,0,0,1
35,0,M,1,Female,1,0,1
35,1,F,1,Male,7,1,1
34,1,F,1,Male,10,2,1
34,0,M,0,Female,3,10,1
33,1,M,1,Male,21,6,1
57,0,F,1,Male,19,1,1
19,1,F,0,Female,0,1,1
30,0,M,1,Male,1,4,1
25,1,F,0,Male,9,0,0
21,0,F,0,Male,1,0,1
35,0,M,0,Female,2,1,1
23,1,M,1,Male,0,1,1
27,1,F,1,Male,6,34,0
29,0,M,1,Male,8,5,0
41,0,M,1,Female,5,0,1
36,1,F,1,Male,11,36,1
49,1,F,1,Female,25,9,0
23,1,F,1,Female,1,28,1
21,0,F,1,Male,0,1,1
26,1,F,1,Male,5,6,1
25,1,F,0,Male,1,68,1
21,0,F,1,Male,1,1,1
32,1,F,1,Male,1,19,1
35,0,M,0,Male,3,1,1
30,1,M,0,Male,4,0,1
39,1,F,1,Male,3,34,1
21,1,F,1,Male,1,5,0
27,1,M,1,Male,0,5,1
47,1,F,1,Male,19,212,0
24,1,F,0,Male,3,39,1
70,0,M,0,Male,1,12,1
28,0,M,1,Male,5,27,1
27,0,F,0,Male,1,0,1
30,0,F,0,Male,0,1,1
32,1,F,0,Male,5,55,0
26,0,M,0,Male,1,0,1
22,1,F,0,Female,0,1,1
25,1,F,1,Male,7,0,0
33,0,M,0,Female,7,0,1
26,1,F,1,Male,3,0,1
73,0,M,0,Male,0,1,1
27,1,F,0,Male,6,1,1
38,0,M,1,Male,1,8,1
27,0,M,1,Male,0,1,1
41,0,M,0,Male,1,0,1
30,0,F,0,Male,1,17,1
30,1,M,1,Male,10,1,1
46,0,F,0,Male,0,1,1
29,1,F,0,Male,6,0,1
27,1,F,0,Female,0,2,1
36,0,F,0,Male,0,7,1
27,0,F,1,Female,0,0,1
56,0,F,0,Male,6,0,1
22,0,F,1,Female,2,1,1
51,1,F,1,Male,9,35,0
35,1,F,1,Male,16,191,0
47,1,F,1,Male,14,0,0
23,0,F,0,Male,1,1,1
21,1,F,1,Male,1,20,1
52,0,M,0,Female,3,0,1
25,0,F,1,Male,1,0,1
35,0,F,1,Female,2,1,1
63,0,F,1,Male,6,24,1
37,0,M,1,Male,3,0,1
21,1,M,1,Male,0,1,1
21,1,F,0,Male,0,0,1
24,1,F,1,Female,2,57,1
21,0,F,0,Male,0,0,1
22,0,F,1,Male,1,0,1
20,1,F,0,Male,3,42,0
34,1,F,1,Female,1,116,1
41,1,M,1,Male,7,1,1
24,0,F,1,Female,0,0,1
22,0,F,1,Male,0,2,1
53,0,M,0,Female,1,0,1
53,1,F,1,Male,8,5,1
29,0,M,1,Male,0,0,1
42,0,M,0,Male,0,3,1
29,1,F,1,Male,2,0,1
57,0,M,0,Male,1,1,1
41,1,F,1,Female,7,1,1
27,1,F,1,Male,8,17,1
62,1,M,1,Male,3,1,1
28,1,M,0,Male,3,0,1
26,0,M,0,Male,0,2,1
42,1,F,0,Female,1,21,1
53,0,M,0,Male,0,4,1
47,0,F,1,Male,3,1,1
41,1,F,0,Male,19,42,0
44,0,F,0,Male,2,1,1
39,1,F,1,Male,13,1,0
42,1,F,1,Male,0,34,0
23,1,M,1,Male,3,4,1
31,1,F,1,Male,4,0,1
52,0,F,1,Male,2,3,1
26,0,M,1,Male,0,0,1
22,0,F,1,Male,3,33,0
51,0,F,0,Male,0,35,1
53,0,M,0,Male,1,0,1
48,1,F,1,Female,0,9,1
40,1,M,0,Male,0,0,1
39,0,F,1,Male,5,4,1
21,0,F,1,Male,1,1,0
22,1,M,1,Male,2,1,1
51,1,F,0,Male,0,1,1
21,1,F,0,Male,3,1,0
40,1,F,0,Male,4,15,1
26,0,M,1,Male,5,323,1
51,0,F,0,Female,0,1,1
37,0,F,0,Male,2,28,1
24,1,F,1,Male,14,180,0
31,1,F,1,Male,11,-1,0
39,0,F,1,Male,2,0,1
30,0,F,1,Male,1,-1,0
32,1,M,0,Male,2,5,1
41,0,F,1,Male,7,58,0
43,0,M,0,Male,0,0,1
56,1,F,0,Male,1,0,1
21,0,F,0,Female,0,0,1
27,1,M,1,Male,2,0,1
35,0,M,0,Female,0,0,1
55,1,F,1,Male,0,1,1
30,1,F,1,Male,12,9,0
34,1,F,0,Female,5,0,1
27,1,F,1,Male,4,1,1
53,0,F,0,Female,0,1,1
22,1,M,0,Male,1,5,0
22,0,M,1,Female,0,1,1
27,1,F,0,Female,2,0,1
32,1,F,0,Male,15,70,0
38,1,M,0,Male,1,0,1
41,1,F,1,Male,6,1,1
27,0,F,0,Male,0,0,1
52,0,F,1,Male,0,13,1
27,0,M,1,Male,1,0,1
23,0,M,0,Male,0,0,1
27,1,F,1,Female,3,2,1
36,1,F,0,Female,6,0,1
57,0,F,0,Male,0,1,1
24,0,F,1,Male,0,0,1
28,1,M,0,Male,0,0,1
25,0,F,1,Female,1,4,1
58,1,M,0,Male,2,0,1
27,0,M,1,Male,0,1,1
58,0,M,0,Male,1,0,1
40,1,F,1,Female,15,65,1
52,1,F,0,Female,0,118,1
21,0,F,0,Male,2,2,1
32,1,F,0,Male,3,-1,1
26,1,F,0,Male,9,0,1
38,0,F,0,Female,0,0,1
43,1,M,0,Female,0,1,1
30,1,M,1,Male,9,1,1
30,1,M,1,Male,3,5,1
40,0,F,1,Male,13,1,0
42,1,M,0,Male,1,0,1
21,1,F,0,Male,2,0,0
54,0,F,0,Male,0,-1,1
28,1,F,1,Male,6,2,0
38,0,M,1,Male,4,0,1
23,0,M,0,Female,0,0,1
21,1,F,1,Male,1,0,0
20,1,F,1,Male,0,-1,1
34,0,F,1,Male,0,2,1
23,1,F,0,Male,3,3,1
36,1,F,1,Male,16,8,0
20,0,M,0,Female,1,1,1
52,1,M,0,Female,0,0,1
69,0,M,0,Male,0,0,1
43,1,F,0,Male,2,5,1
28,1,F,1,Female,0,2,1
33,1,F,0,Male,4,1,1
51,0,F,0,Male,1,17,1
22,1,M,1,Female,0,0,0
19,1,F,1,Male,1,1,1
23,0,M,0,Female,1,0,1
31,1,F,1,Male,1,-1,0
43,1,F,0,Male,4,2,1
69,0,M,0,Male,0,0,1
20,1,F,0,Male,0,0,1
21,1,F,1,Male,0,1,1
22,1,F,1,Male,1,6,1
41,0,M,1,Male,5,0,1
44,0,M,0,Male,0,0,1
38,1,F,0,Female,5,41,1
27,1,F,1,Male,5,3,1
25,1,M,1,Male,0,0,1
49,1,M,1,Male,11,32,1
26,0,M,0,Male,1,1,1
21,0,F,1,Male,0,0,1
57,0,F,1,Male,12,50,0
25,1,F,1,Male,3,5,1
22,1,F,1,Male,5,19,0
52,1,F,1,Male,0,4,1
28,1,F,1,Male,7,1,0
34,1,F,1,Male,20,26,0
34,1,F,1,Female,5,25,0
28,0,M,1,Female,0,1,1
41,1,F,0,Male,31,242,0
59,1,F,0,Male,1,1,1
23,0,M,1,Female,0,0,1
20,1,F,0,Male,1,1,1
26,0,F,0,Male,5,0,1
26,1,F,1,Male,10,2,0
60,0,M,0,Male,2,10,1
46,0,M,0,Male,1,0,1
24,0,F,1,Male,3,93,1
26,0,M,1,Male,6,10,0
34,1,F,1,Male,0,33,0
28,0,M,1,Male,5,1,1
25,1,F,1,Male,5,1,0
30,1,M,1,Male,4,1,1
28,1,M,1,Male,6,0,1
26,0,F,1,Female,1,1,1
22,0,F,0,Male,2,1,1
37,1,M,1,Male,4,75,1
51,0,M,0,Male,0,0,1
27,1,F,1,Male,1,1,1
49,0,F,0,Male,0,0,1
27,0,M,1,Male,3,1,1
33,1,F,0,Male,3,1,1
30,0,M,0,Male,1,35,1
20,0,F,0,Male,0,1,1
23,0,F,0,Male,2,22,0
24,1,F,1,Male,0,0,1
27,0,F,0,Female,0,1,1
54,0,M,0,Male,0,0,1
31,1,F,0,Male,11,11,1
96,1,F,0,Male,2,0,1
27,0,F,1,Male,0,17,1
52,1,F,1,Female,2,1,1
33,0,M,1,Male,2,1,1
53,0,F,1,Female,3,2,1
26,1,M,1,Male,0,0,1
36,1,F,0,Male,0,37,0
43,1,M,0,Female,3,1,1
29,1,F,1,Female,0,1,1
28,1,F,1,Male,25,25,0
40,0,F,0,Male,1,1,1
34,1,F,1,Male,11,1,0
37,0,F,0,Male,5,1,1
59,0,F,0,Male,0,1,1
43,0,M,0,Female,0,-1,1
55,0,F,0,Male,1,0,1
26,1,M,0,Male,1,0,1
27,0,M,0,Male,2,0,1
28,0,M,0,Male,11,0,1
20,0,F,1,Male,0,3,1
46,1,F,1,Male,9,115,0
70,0,M,1,Male,0,1,1
30,0,F,1,Male,0,0,1
27,1,M,1,Female,0,3,1
20,1,F,1,Male,0,0,1
30,1,F,1,Male,0,0,1
24,0,F,0,Female,0,0,1
33,1,F,1,Male,7,78,1
32,1,F,1,Male,17,0,0
25,1,F,0,Male,5,101,1
41,0,F,0,Female,0,1,1
40,1,M,0,Male,0,29,0
27,1,F,1,Male,15,30,0
23,1,F,1,Male,3,3,1
33,1,F,1,Male,0,0,1
30,0,M,1,Male,1,0,0
35,0,F,1,Male,5,0,1
53,0,M,0,Male,8,5,1
27,0,F,1,Male,0,2,1
23,1,F,1,Male,6,1,1
19,1,F,1,Male,1,-1,0
27,1,F,1,Female,4,0,1
61,0,M,0,Male,0,0,1
22,0,F,1,Male,0,1,1
35,0,F,0,Male,2,8,1
36,1,F,0,Female,9,0,1
28,1,M,0,Male,0,0,1
61,0,M,1,Male,2,0,0
36,1,M,0,Male,2,2,1
22,1,F,1,Male,0,0,1
20,0,M,0,Male,0,-1,1
36,0,F,0,Male,0,0,1
24,1,F,0,Male,1,0,0
21,0,F,1,Male,0,1,0
34,0,F,0,Male,1,1,1
43,0,M,1,Female,2,16,1
56,0,F,0,Female,1,169,0
67,0,M,0,Male,0,0,1
30,0,F,1,Male,4,7,1
66,1,F,1,Female,11,5,0
33,0,F,1,Female,1,0,1
23,1,M,0,Male,3,26,0
24,0,M,0,Male,0,0,1
45,0,F,0,Male,2,0,1
27,0,F,1,Male,0,-1,1
26,1,M,0,Male,3,0,1
37,0,F,0,Male,2,0,1
28,0,F,0,Female,0,1,1
29,0,F,1,Male,2,37,1
26,0,F,0,Female,1,3,0
24,1,M,0,Female,0,0,1
24,0,M,0,Female,1,0,1
53,0,M,1,Male,0,0,1
21,1,F,1,Male,2,18,0
38,1,M,0,Male,4,1,1
20,1,F,0,Male,0,1,1
45,0,M,0,Female,0,1,1
37,0,F,0,Male,11,1,1
58,0,M,1,Male,0,1,1
31,1,M,0,Male,2,33,1
22,0,F,1,Female,0,0,0
24,1,F,0,Male,0,1,1
21,0,M,0,Male,0,4,1
40,1,F,1,Male,5,30,1
43,1,F,0,Male,1,64,1
41,1,F,0,Male,1,0,1
39,0,F,0,Male,1,1,1
25,0,F,1,Male,0,1,1
33,0,F,1,Male,0,0,1
26,1,M,1,Male,6,1,0
41,0,F,0,Male,1,1,1
28,1,F,0,Male,2,42,1
23,0,M,1,Male,1,3,0
30,0,F,1,Female,2,0,1
22,0,M,0,Male,1,24,1
40,1,F,1,Male,3,0,0
59,0,M,0,Female,0,0,1
53,0,F,1,Female,0,1,1
30,1,F,1,Male,14,22,1
22,0,F,1,Male,3,106,1
21,1,F,1,Male,0,1,0
24,0,M,0,Male,1,2,1
29,0,M,1,Male,0,0,1
34,1,F,0,Female,0,31,0
56,0,M,1,Female,0,3,1
33,1,F,1,Male,16,0,0
31,0,M,0,Female,0,3,1
24,0,F,1,Male,0,0,1
44,1,M,0,Female,1,6,1
30,0,M,1,Male,18,17,0
26,1,F,0,Male,1,8,1
24,0,M,1,Female,0,0,1
24,0,F,1,Male,1,0,1
34,0,F,0,Male,4,0,1
21,1,F,0,Male,0,-1,1
24,1,M,1,Male,2,49,0
23,0,M,0,Male,6,34,0
45,0,M,1,Male,1,0,1
27,1,F,0,Male,4,0,1
31,1,F,0,Male,2,13,1
30,1,F,0,Male,4,96,1
32,0,F,1,Male,4,3,0
28,0,F,0,Male,0,0,1
30,0,M,0,Male,3,1,1
26,0,F,0,Female,0,0,1
49,0,M,1,Male,1,-1,1
24,0,M,0,Male,0,1,1
52,1,F,1,Male,0,26,1
25,1,F,1,Male,7,20,0
27,0,F,1,Male,2,3,1
49,0,M,1,Male,4,0,1
25,0,F,0,Male,2,2,1
21,1,F,1,Female,0,33,0
25,0,F,0,Male,1,1,1
